user_id,username,email,signup_date,last_login,activity_score,preferences
USER10970,user_1109,user_1109@example.com,2025-02-25,2026-01-31 08:06:16,87,{"theme": "dark", "notifications": true}
USER10971,user_6713,user_6713@example.com,2025-10-17,2026-01-31 06:06:16,60,{"theme": "dark", "notifications": true}
USER10972,user_5261,user_5261@example.com,2025-02-15,2026-01-31 10:06:16,37,{"theme": "dark", "notifications": false}
USER10973,user_9905,user_9905@example.com,2025-05-30,2026-01-31 14:06:16,4,{"theme": "dark", "notifications": true}
USER10974,user_3547,user_3547@example.com,2025-08-20,2026-01-31 20:06:16,31,{"theme": "dark", "notifications": true}
USER10975,user_2979,user_2979@example.com,2025-07-08,2026-01-31 19:06:16,90,{"theme": "light", "notifications": false}
USER10976,user_4544,user_4544@example.com,2025-06-20,2026-01-31 16:06:16,69,{"theme": "dark", "notifications": false}
USER10977,user_2830,user_2830@example.com,2025-04-04,2026-01-30 22:06:16,97,{"theme": "dark", "notifications": true}
USER10978,user_7866,user_7866@example.com,2025-06-08,2026-01-31 20:06:16,73,{"theme": "dark", "notifications": true}
USER10979,user_3529,user_3529@example.com,2025-12-09,2026-01-31 20:06:16,94,{"theme": "dark", "notifications": true}
USER10980,user_6567,user_6567@example.com,2025-06-09,2026-01-31 19:06:16,6,{"theme": "light", "notifications": false}
USER10981,user_1020,user_1020@example.com,2025-07-13,2026-01-31 18:06:16,65,{"theme": "light", "notifications": false}
USER10982,user_3955,user_3955@example.com,2026-01-11,2026-01-30 23:06:16,58,{"theme": "dark", "notifications": false}
USER10983,user_8576,user_8576@example.com,2025-10-31,2026-01-31 14:06:16,59,{"theme": "light", "notifications": true}
USER10984,user_9151,user_9151@example.com,2025-09-28,2026-01-31 19:06:16,88,{"theme": "dark", "notifications": false}
USER10985,user_1488,user_1488@example.com,2025-08-01,2026-01-31 08:06:16,54,{"theme": "light", "notifications": true}
USER10986,user_5996,user_5996@example.com,2025-10-06,2026-01-31 05:06:16,97,{"theme": "light", "notifications": true}
USER10987,user_7478,user_7478@example.com,2025-12-20,2026-01-31 20:06:16,96,{"theme": "dark", "notifications": false}
USER10988,user_1199,user_1199@example.com,2025-11-22,2026-01-31 02:06:16,0,{"theme": "dark", "notifications": false}
USER10989,user_5893,user_5893@example.com,2025-05-22,2026-01-31 19:06:16,89,{"theme": "light", "notifications": false}
USER10990,user_1222,user_1222@example.com,2025-11-15,2026-01-31 01:06:16,44,{"theme": "dark", "notifications": true}
USER10991,user_7999,user_7999@example.com,2025-05-31,2026-01-31 10:06:16,66,{"theme": "dark", "notifications": false}
USER10992,user_9156,user_9156@example.com,2025-05-13,2026-01-30 22:06:16,15,{"theme": "light", "notifications": true}
USER10993,user_4066,user_4066@example.com,2025-03-17,2026-01-31 20:06:16,25,{"theme": "dark", "notifications": false}
USER10994,user_2875,user_2875@example.com,2025-11-14,2026-01-30 21:06:16,71,{"theme": "light", "notifications": true}
USER10995,user_4155,user_4155@example.com,2025-03-08,2026-01-31 17:06:16,86,{"theme": "light", "notifications": false}
USER10996,user_9266,user_9266@example.com,2025-12-24,2026-01-31 11:06:16,13,{"theme": "dark", "notifications": false}
USER10997,user_4826,user_4826@example.com,2025-05-06,2026-01-31 20:06:16,82,{"theme": "light", "notifications": false}
USER10998,user_9261,user_9261@example.com,2025-06-03,2026-01-30 20:06:16,51,{"theme": "dark", "notifications": true}
USER10999,user_2987,user_2987@example.com,2025-12-10,2026-01-31 02:06:16,45,{"theme": "light", "notifications": true}
